DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Body mass index	rs41279738	30595370	cg23395759_BC21	7
Body fat percentage	rs41279738	30593698	cg23395759_BC21	7
Body fat percentage	rs41279738	30593698	cg23395759_BC21	7
Body mass index	rs41279738	31669095	cg23395759_BC21	7
Adult body size	rs41279738	32376654	cg23395759_BC21	7
Whole body fat mass (UKB data field 23100)	rs41279738	38538606	cg23395759_BC21	7
Gallstone disease	rs41279738	34651315	cg23395759_BC21	7
Chronotype	rs41279738	30696823	cg23395759_BC21	7
BMI and adiposity (confirmatory factor analysis Factor 7)	rs41279738	38965376	cg23395759_BC21	7
Body mass index	rs41279738	39134668	cg23395759_BC21	7
Body mass index	rs41279738	37280435	cg23395759_BC21	7
Body mass index	rs41279738	38538606	cg23395759_BC21	7
Childhood body mass index	rs41279738	37280435	cg23395759_BC21	7
Body fat percentage (adjusted for testosterone and SHBG)	rs41279738	37867527	cg23395759_BC21	7
Height	rs2302755	36224396	cg25675379_TC21	15
Platelet count during  first trimester of pregnancy	rs2687145	38064665	cg18504691_TC21	15
Metabolite levels (androsterone sulfate)	rs2687145	37253714	cg18504691_TC21	15
Mean corpuscular hemoglobin	rs4998333	34594039	cg26970989_TC21	34
Tinnitus	rs144909287	36581688	cg10514580_TC21	42
Renal function-related traits (sCR)	rs17730436	22797727	cg01162521_BC21	26
Renal function-related traits (eGRFcrea)	rs17730436	22797727	cg01162521_BC21	26
Lean body mass	rs575341705	28552196	cg05672651_BC21	7
Baseline memory in impaired cognition x sex interaction	rs7837914	37984853	cg20404817_BC21	46
Macrophage inflammatory protein 1b levels	rs77440492	27989323	cg15961849_BC21	30
Asthma (childhood onset)	rs928412	31669095	cg03798910_TC21	37
Asthma	rs928412	31361310	cg03798910_TC21	37
FCER2/TCL1A protein level ratio	rs11652853	38412862	cg13315721_BC21	29
FCRL1/TCL1A protein level ratio	rs11652853	38412862	cg13315721_BC21	29
Protein C levels	rs1158867	20802025	cg17525638_TC21	45
Coronary artery disease	rs115276016	35915156	cg10734781_TC21	14
Vertical cup-disc ratio	rs9535646	34077760	cg06438390_TC21	16
High density lipoprotein cholesterol levels	rs1426383	34887591	cg06973724_TC21	24
Serum metabolite levels	rs296391	23093944	cg14868223_TC21	14
Serum metabolite levels	rs296391	23093944	cg14868223_TC21	14
X-26109 levels	rs296391	36635386	cg14868223_TC21	14
Heel bone mineral density	rs75728872	30048462	cg02521010_BC21	10
Reading disability or specific language impairment (pleiotropy)	rs28655387	25065397	cg11319728_BC21	38
Reading disability or specific language impairment adjusted for intelligence quotient (pleiotropy)	rs28655387	25065397	cg11319728_BC21	38
Height	rs7204018	36224396	cg13832817_BC21	6
Height	rs7204018	39134668	cg13832817_BC21	6
Height	rs7204018	36224396	cg13832817_BC21	6
Bone mineral density mean	rs116524116	37500982	cg00270827_BC21	33
Glaucoma (primary open-angle)	rs285998	38382466	cg17364026_BC21	50
Emphysema annual change measurement in smokers (adjusted lung density)	rs10518536	31324189	cg04288544_BC21	9
Peptidyl-prolyl cis-trans isomerase C levels	rs140613773	34648354	cg19268883_TC21	50
Total cholesterol levels (MTAG)	rs3730403	37669986	cg25632986_TC21	42
High-density lipoprotein levels (MTAG)	rs3730403	37669986	cg25632986_TC21	42
Urate levels	rs76285604	33462484	cg21152922_BC21	43
Diverticular disease	rs61756577	28585551	cg03754634_TC21	12
Mean spheric corpuscular volume	rs13028246	32888494	cg02671895_TC21	45
OTU99_62 (Ruminococcaceae) abundance	rs2478477	33462482	cg24087710_BC21	45
OTU97_56 (Ruminococcaceae) abundance	rs2478477	33462482	cg24087710_BC21	45
Height	rs56205630	30595370	cg10590411_BC21	33
Serum alkaline phosphatase levels	rs35318160	33462484	cg03528619_TC21	29
Metabolite levels	rs11112933	23823483	cg18031881_TC21	47
Height	rs35436573	36224396	cg03792054_TC21	14
Educational attainment	rs837080	35361970	cg20873578_BC21	24
Systolic blood pressure	rs1870735	30224653	cg22299509_BC21	37
Diastolic blood pressure	rs1870735	38689001	cg22299509_BC21	37
Systolic blood pressure	rs1870735	38689001	cg22299509_BC21	37
Pulse pressure	rs1870735	38689001	cg22299509_BC21	37
White matter microstructure (mode of anisotropy)	rs56315139	31666681	cg25512481_TC21	12
Body mass index	rs56315139	38538606	cg25512481_TC21	12
Isoleucine levels (UKB data field 23465)	rs11647932	36764567	cg22555240_TC21	37
Isoleucine levels	rs11647932	38448586	cg22555240_TC21	37
Leucine levels	rs11647932	38448586	cg22555240_TC21	37
Height	rs11647932	36224396	cg22555240_TC21	37
Appendicular lean mass	rs117919628	31761296	cg11848127_TC21	10
Whole body fat mass (UKB data field 23100)	rs10786713	38538606	cg15506165_TC21	42
Breast cancer	rs7500067	29059683	cg13921062_TC21	32
Serum urate levels	rs2790141	38658550	cg06002802_TC21	12
Phosphatidylcholine-ether levels	rs35861938	31551469	cg26082418_TC21	17
Vaginal microbiome MetaCyc pathway (PWY-5845|superpathway of menaquinol-9 biosynthesis)	rs35861938	34282934	cg26082418_TC21	17
Baseline memory x sex interaction	rs72836243	37984853	cg26649957_BC21	35
Amyotrophic lateral sclerosis (sporadic)	rs4761659	24529757	cg13082318_TC21	13
Lymphocyte percentage of white cells	rs12775501	32888494	cg16122818_TC21	14
Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction)	rs4709724	26148204	cg16854643_BC21	8
Gamma glutamyl transferase levels	rs681104	33462484	cg05863967_BC21	9
Monocyte count	rs1171819	32888494	cg04736673_TC21	12
Serum metabolite levels	rs11555566	33031748	cg17689871_TC21	12
Adenosine Deaminase levels	rs11555566	37563310	cg17689871_TC21	12
ADA protein levels	rs11555566	38565889	cg17689871_TC21	12
Metabolite levels (adenosine)	rs11555566	37253714	cg17689871_TC21	12
Educational attainment	rs62232802	35361970	cg26389104_TC21	9
Nonsyndromic cleft lip with or without cleft palate	rs3746101	28087736	cg10707414_TC21	36
Erosive tooth wear (severe vs none or mild)	rs17221614	29898447	cg08686878_BC21	13
Erosive tooth wear (severe vs non-severe)	rs17221614	29898447	cg08686878_BC21	13
Height	rs3809128	25429064	cg08150708_TC21	39
Waist circumference adjusted for body mass index	rs3809128	26785701	cg08150708_TC21	39
Gamma glutamyl transferase levels	rs3809128	36333282	cg08150708_TC21	39
Gamma glutamyl transferase levels	rs3809128	38116116	cg08150708_TC21	39
Height	rs3809128	36224396	cg08150708_TC21	39
Height	rs3809128	34270706	cg08150708_TC21	39
Height	rs3809128	35831902	cg08150708_TC21	39
Weight	rs3809128	34594039	cg08150708_TC21	39
Height	rs3809128	34594039	cg08150708_TC21	39
Smoking initiation (ever regular vs never regular) (MTAG)	rs1616289	30643251	cg23968554_BC21	44
Height	rs143730228	39134668	cg12596395_BC21	5
Hair colour (natural, before greying): Dark brown (UKB data field 1747_4)	rs144623416	34737426	cg14078385_BC21	43
Telomere length (principal component 1)	rs187038591	39192095	cg27630820_TC21	20
Protein quantitative trait loci (liver)	rs296390	32778093	cg02438408_TC21	26
Androsterone sulfate levels	rs296390	36635386	cg02438408_TC21	26
X-24947 levels	rs296390	36635386	cg02438408_TC21	26
X-21442 levels	rs296390	35347128	cg02438408_TC21	26
Hair color	rs993459	30595370	cg18603224_BC21	38
CD48 antigen levels	rs352684	34648354	cg25902146_BC21	51
CD48 antigen levels	rs352684	34814699	cg25902146_BC21	51
CD48 antigen levels	rs352684	36168886	cg25902146_BC21	51
Body mass index	rs12325113	28448500	cg12079797_TC21	30
Body mass index	rs12325113	28448500	cg12079797_TC21	30
Body mass index (joint analysis main effects and physical activity interaction)	rs12325113	28448500	cg12079797_TC21	30
Body mass index (joint analysis main effects and physical activity interaction)	rs12325113	28448500	cg12079797_TC21	30
Body mass index in physically active individuals	rs12325113	28448500	cg12079797_TC21	30
Body mass index in physically active individuals	rs12325113	28448500	cg12079797_TC21	30
Body mass index	rs12325113	30108127	cg12079797_TC21	30
Male-pattern baldness	rs6439846	30573740	cg02536916_BC21	49
Height	rs3816804	23456168	cg11547924_TC21	47
Height	rs3816804	36224396	cg11547924_TC21	47
Height	rs3816804	36224396	cg11547924_TC21	47
Height	rs3816804	34270706	cg11547924_TC21	47
Height	rs3816804	35831902	cg11547924_TC21	47
Hemoglobin levels	rs203462	32327693	cg14322546_BC21	29
Platelet count	rs203462	34469753	cg14322546_BC21	29
Height	rs34812097	36224396	cg24670315_TC21	33
Soluble receptor for advanced glycation end-product levels	rs17054480	26915486	cg12543379_BC21	9
Growth-regulated protein alpha levels	rs722178	27989323	cg12418799_TC21	12
Nonsyndromic cleft lip	rs2236262	31609978	cg15112362_BC21	37
Systolic blood pressure	rs2236262	30595370	cg15112362_BC21	37
Multiple sclerosis	rs2236262	24076602	cg15112362_BC21	37
ADAMTS-like protein 2 levels	rs2236262	34648354	cg15112362_BC21	37
Alanine aminotransferase levels	rs117743490	33547301	cg02341612_TC21	38
Diverticular disease	rs1381335	30177863	cg11668675_BC21	8
Protein quantitative trait loci	rs1442	32492067	cg07604479_BC21	9
Height	rs7100317	30595370	cg21986568_BC21	23
Systolic blood pressure	rs7100317	30595370	cg21986568_BC21	23
Systolic blood pressure	rs7100317	38689001	cg21986568_BC21	23
Medication use for hypertension (number of purchases)	rs7100317	36653479	cg21986568_BC21	23
Pulse pressure	rs7100317	38689001	cg21986568_BC21	23
Hyperuricemia	rs2728099	28776340	cg14820505_BC21	19
Gout	rs2728099	36777996	cg14820505_BC21	19
Butyrophilin subfamily 3 member A2 level in Chronic kidney disease with hypertension and no diabetes (21433_3)	rs12174623	35870639	cg12499294_TC21	8
Heel bone mineral density	rs11238754	30048462	cg15882681_TC21	28
Morningness	rs7617588	30804565	cg05942531_BC21	22
Blood protein levels	rs10865936	30072576	cg12322209_BC21	34
Serum levels of protein CLEC3B	rs10865936	35078996	cg12322209_BC21	34
Monocyte count	rs3808609	32888494	cg15647699_TC21	35
Monocyte count	rs3808609	32888493	cg15647699_TC21	35
Calcific aortic valve stenosis	rs665770	32141789	cg08009287_BC21	42
Educational attainment	rs4663416	35361970	cg20646739_BC21	44
Protein quantitative trait loci (liver)	rs74061309	32778093	cg14221149_TC21	46
Systemic lupus erythematosus	rs7186852	19838193	cg21503498_BC21	42
Bronchopulmonary dysplasia	rs1440306	23897914	cg21415510_BC21	33
Height	rs1109866	36224396	cg20329769_TC21	38
Height (standard GWA)	rs17472942	37106081	cg17430409_TC21	30
Keratinocyte cancer (MTAG)	rs638907	31174203	cg05416501_BC21	14
Response to 5-aminosalicylate in inflammatory bowel disease (severe adverse events vs mild or no adverse events)	rs34737149	38282956	cg22232815_BC21	1
Gamma glutamyl transferase levels in low alcohol consumption	rs2006092	30589442	cg13787154_BC21	6
Gamma glutamyl transferase levels	rs2006092	32084209	cg13787154_BC21	6
Nonalcoholic fatty liver disease (imputed)	rs2006092	35047847	cg13787154_BC21	6
Sphingomyelin_38:2_[M+H]1+ levels	rs73008767	34503513	cg24062126_TC21	39
QT interval	rs7373492	36050321	cg04303138_TC21	15
Lung function (FVC)	rs4759316	30595370	cg18616828_TC21	31
Adolescent idiopathic scoliosis	rs10238767	30019117	cg03751362_TC21	14
Subjective well-being	rs4942783	27089181	cg09794972_TC21	43
Preeclampsia (maternal genotype effect)	rs4245909	37285119	cg22311616_TC21	34
Educational attainment	rs149926387	35361970	cg16285956_BC21	43
Eosinophil counts	rs3804333	30595370	cg20398163_BC21	45
Rheumatoid arthritis	rs3804333	36333501	cg20398163_BC21	45
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs3804333	36333501	cg20398163_BC21	45
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs3804333	36333501	cg20398163_BC21	45
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs3804333	36333501	cg20398163_BC21	45
Rheumatoid arthritis	rs3804333	36333501	cg20398163_BC21	45
Triglycerides (48:1) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (48:2)A levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (49:0) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (51:1) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (52:1) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (54:2)B levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (44:0) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (44:1) levels	rs77076061	35393526	cg20118118_BC21	31
Triglycerides (46:1) levels	rs77076061	35393526	cg20118118_BC21	31
Eugenol sulfate levels in elite athletes	rs16925614	31882771	cg07876434_BC21	50
Externalizing behaviour (multivariate analysis)	rs1801915	34446935	cg06813899_TC21	16
Mean platelet volume during third trimester of pregnancy	rs667695	38064665	cg03096014_BC21	21
X-17653 levels	rs79172815	35050183	cg13706861_BC21	2
Non-alcoholic fatty liver disease or type 2 diabetes	rs77237404	37033223	cg20200594_BC21	51
Plateletcrit	rs4379840	32888494	cg02372334_BC21	10
Glaucoma (primary open-angle)	rs62521288	33627673	cg13073039_TC21	23
Ceramide (d16:1/22:0) levels	rs145776747	35668104	cg17610144_TC21	0
Multi-trait sex score	rs11643731	37277458	cg07985687_BC21	39
Angiostatin levels	rs537579467	34648354	cg20623658_TC21	49
Succinate-semialdehyde dehydrogenase, mitochondrial levels	rs537579467	34648354	cg20623658_TC21	49
Melanoregulin levels	rs537579467	34648354	cg20623658_TC21	49
Angiostatin levels (PLG.3710.49.2)	rs537579467	29875488	cg20623658_TC21	49
Body mass index	rs2098322	31669095	cg15030406_TC21	7
Educational attainment	rs2098322	35361970	cg15030406_TC21	7
Non-albumin protein levels	rs7128800	33462484	cg06759351_BC21	28
Height	rs2072190	36224396	cg03506657_TC21	17
Low-density lipoprotein levels (MTAG)	rs62272676	36376304	cg04603398_TC21	37
Multiple coagulation factor deficiency protein 2 levels	rs62140549	36349687	cg25940801_TC21	28
CD84/SEMA4D protein level ratio	rs1194182	38412862	cg24275848_TC21	17
Cholesteryl ester(20:3)_[M+NH4]1+ levels	rs6498541	34503513	cg06434848_BC21	19
Phosphatidylcholine(36:3)_[M+H]1+/Phosphatidylethanolamine(39:3)_[M+H]1+/Phosphatidate(41:4)_[M+NH4]1+ levels	rs6498541	34503513	cg06434848_BC21	19
Phosphatidylcholine(38:2)_[M+H]1+/Phosphatidylethanolamine(41:2)_[M+H]1+ levels	rs6498541	34503513	cg06434848_BC21	19
Phosphatidylcholine(38:3)_[M+H]1+/Phosphatidylethanolamine(41:3)_[M+H]1+/Phosphatidate(43:4)_[M+NH4]1+ levels	rs6498541	34503513	cg06434848_BC21	19
Phosphatidylcholine(38:3)_[M+OAc]1-/Phosphatidylserine(42:2)_[M-H]1- levels	rs6498541	34503513	cg06434848_BC21	19
Phosphatidylethanolamine(40:2)_[M-H]1- levels	rs6498541	34503513	cg06434848_BC21	19
Vertigo	rs367674	36329257	cg24331622_BC21	11
Colorectal cancer	rs1654668	29228715	cg12420459_TC21	42
Body fat distribution (trunk fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Body fat distribution (trunk fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Body fat distribution (trunk fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Body fat distribution (leg fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Body fat distribution (leg fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Body fat distribution (leg fat ratio)	rs4521268	30664634	cg24584723_BC21	41
Superior temporal area (unadjusted for global measures)	rs4521268	36893272	cg24584723_BC21	41
Height	rs16858692	36224396	cg26669541_TC21	49
Hyperopia	rs35052632	33830181	cg01108421_BC21	14
Birth length (MTAG)	rs10762269	31681408	cg22145961_BC21	20
Birth weight (MTAG)	rs10762269	31681408	cg22145961_BC21	20
Height (standard GWA)	rs12298720	37106081	cg10157776_BC21	25
Body mass index	rs10733289	30595370	cg13437223_BC21	46
Body mass index (MTAG)	rs10733289	36376304	cg13437223_BC21	46
Mean platelet volume	rs7254827	27863252	cg24593932_TC21	8
Mean platelet volume	rs7254827	32888493	cg24593932_TC21	8
Mean platelet volume	rs7254827	32888493	cg24593932_TC21	8
Platelet count	rs7254827	32888493	cg24593932_TC21	8
Platelet forward scatter	rs7254827	37596262	cg24593932_TC21	8
High fluorescence immature platelet fraction	rs7254827	37596262	cg24593932_TC21	8
Immature platelet fraction	rs7254827	37596262	cg24593932_TC21	8
Platelet large cell ratio	rs7254827	37596262	cg24593932_TC21	8
Protein quantitative trait loci (liver)	rs1045582	32778093	cg14196331_TC21	23
Schizophrenia	rs6800435	26198764	cg09673514_BC21	39
Age-related cognitive decline (language) (slope of z-scores)	rs764263	30954325	cg10108303_TC21	13
Mean corpuscular hemoglobin concentration	rs55735426	32888493	cg20843839_TC21	31
Mean corpuscular volume	rs55735426	32888493	cg20843839_TC21	31
Mean corpuscular hemoglobin concentration	rs55735426	32888493	cg20843839_TC21	31
Monokine induced by gamma interferon levels	rs145442173	27989323	cg11633405_TC21	37
Lung disease severity in cystic fibrosis with pancreatic insufficiency	rs2846358	36921087	cg07232969_BC21	41
Total cholesterol levels	rs1338667	34887591	cg23518838_TC21	40
Peak expiratory flow	rs402672	36641522	cg22982736_TC21	51
Apolipoprotein B levels	rs28362581	33462484	cg21310687_BC21	24
Eosinophilic esophagitis	rs76365977	36400179	cg14315901_BC21	1
Femur bone mineral density x serum urate levels interaction	rs11784416	34046847	cg04346753_BC21	11
Leukocyte immunoglobulin-like receptor subfamily B member 3 levels	rs3745410	34648354	cg24781465_BC21	6
Height	rs531019	30595370	cg01448062_BC21	28
Osteoarthritis of the hip or knee	rs75621460	30664745	cg24546120_BC21	20
Osteoarthritis	rs75621460	30664745	cg24546120_BC21	20
Osteoarthritis of the hip or knee (with total joint replacement)	rs75621460	34450027	cg24546120_BC21	20
Idiopathic knee osteoarthritis	rs75621460	37247657	cg24546120_BC21	20
Osteoarthritis	rs75621460	36411363	cg24546120_BC21	20
Osteoarthritis	rs75621460	36411363	cg24546120_BC21	20
Osteoarthritis	rs75621460	36411363	cg24546120_BC21	20
Osteoarthritis	rs75621460	36411363	cg24546120_BC21	20
Osteoarthritis	rs75621460	36411363	cg24546120_BC21	20
Uridine levels	rs186480715	31560688	cg03458696_BC21	4
Plasma free amino acid levels	rs75444260	30659259	cg25184202_BC21	51
Plasma free amino acid levels	rs75444260	30659259	cg25184202_BC21	51
Mean corpuscular hemoglobin	rs1941	30595370	cg17304482_BC21	10
Mean corpuscular hemoglobin	rs1941	32888493	cg17304482_BC21	10
Red blood cell count	rs1941	32888494	cg17304482_BC21	10
Heme-binding protein 1 levels	rs1941	34648354	cg17304482_BC21	10
Psoriasis	rs141664826	38757301	cg12957132_BC21	30
Height	rs3211679	36224396	cg04876252_BC21	46
Postoperative survival time in hepatocellular carcinoma	rs584368	30945673	cg14118616_BC21	44
Postoperative survival time in hepatocellular carcinoma	rs584368	30945699	cg14118616_BC21	44
Estimated glomerular filtration rate (cystatin c)	rs13105829	39256582	cg06422141_BC21	0
Estimated glomerular filtration rate (creatinine, cystatin c)	rs13105829	39256582	cg06422141_BC21	0
Red blood cell count	rs17037388	30595370	cg07980026_BC21	28
Mean platelet volume	rs17037388	32888494	cg07980026_BC21	28
Red blood cell count	rs17037388	32888494	cg07980026_BC21	28
Scalp hair shape	rs11150606	26926045	cg21381684_BC21	3
Heel bone mineral density	rs6909279	30595370	cg10266873_BC21	16
Bone mineral density	rs6909279	23437003	cg10266873_BC21	16
Adult asthma	rs9923856	27611488	cg09041037_BC21	44
Atopic dermatitis	rs9923856	23042114	cg09041037_BC21	44
Risk-taking behavior (multivariate analysis)	rs733872	36324656	cg10107117_BC21	49
Smoking initiation	rs89112	36477530	cg10107117_BC21	9
Adiponectin levels	rs10885531	22479202	cg18885035_BC21	0
Reticulocyte fraction of red cells	rs10885531	32888494	cg18885035_BC21	0
Reticulocyte count	rs10885531	32888494	cg18885035_BC21	0
1-palmitoyl-GPC (16:0) levels in elite athletes	rs436143	31882771	cg07777720_BC21	0
Smoking initiation	rs925524	36477530	cg00708812_BC21	20
Smoking initiation (ever regular vs never regular) (MTAG)	rs925524	30643251	cg00708812_BC21	20
Smoking initiation (ever regular vs never regular)	rs925524	30643251	cg00708812_BC21	20
High light scatter reticulocyte percentage of red cells	rs4930011	32888494	cg15936764_BC21	0
Medication use (drugs used in diabetes)	rs4930011	31015401	cg15936764_BC21	0
Fasting glucose	rs4930011	34059833	cg15936764_BC21	0
Type 2 diabetes	rs4930011	35551307	cg15936764_BC21	0
Type 2 diabetes	rs4930011	35551307	cg15936764_BC21	0
Type 2 diabetes	rs4930011	35551307	cg15936764_BC21	0
Waist-to-hip ratio adjusted for BMI	rs144926207	31669095	cg01744248_BC21	18
Eosinophil percentage of white cells	rs144926207	32888494	cg01744248_BC21	18
Waist circumference adjusted for body mass index	rs144926207	31669095	cg01744248_BC21	18
R-6-hydroxywarfarin levels	rs11837984	36210801	cg06470568_BC21	0
Urine kynurenine levels in chronic kidney disease	rs9295675	37277652	cg09300359_BC21	40
Serum 25-Hydroxyvitamin D levels	rs375984409	32059762	cg14888326_BC21	14
COVID-19 (severe vs population)	rs140111444	35224516	cg11320089_BC21	18
Educational attainment (years of education)	rs4675248	27225129	cg08924122_BC21	43
Educational attainment (years of education)	rs4675248	30038396	cg08924122_BC21	43
Educational attainment	rs4675248	35361970	cg08924122_BC21	43
Height	rs6143946	39134668	cg15117044_BC21	10
Migraine	rs4278223	35115687	cg16792163_BC21	22
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	rs1035578	31374203	cg15858982_BC21	26
Alzheimer's disease or educational attainment (pleiotropy)	rs1035578	34743297	cg15858982_BC21	26
Educational attainment (years of education)	rs1035578	30038396	cg15858982_BC21	26
R-6-hydroxywarfarin levels	rs148994575	36210801	cg03148458_BC21	0
Left-hemisphere salience/ventral attention network to right-hemisphere salience/ventral attention network white-matter structural connectivity	rs117424611	38438384	cg16312734_BC21	1
Colorectal adenoma (advanced)	rs4964759	29228715	cg18056065_BC21	5
White matter microstructure (radial diusivities)	rs56012466	31666681	cg11916988_BC21	20
Estimated glomerular filtration rate (creatinine, CKDi25)	rs56012466	33137338	cg11916988_BC21	20
Estimated glomerular filtration rate (creatinine, CKDi25)	rs56012466	33137338	cg11916988_BC21	20
Hypertension	rs56012466	33893285	cg11916988_BC21	20
Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	rs479825	25117820	cg08510849_BC21	24
Coronary artery disease	rs975722	29212778	cg08115523_BC21	47
Mean corpuscular hemoglobin	rs888208	34594039	cg15460273_BC21	16
COVID-19 (critical illness vs population)	rs9636867	37198478	cg25796433_BC21	33
COVID-19 (hospitalized covid vs population)	rs9636867	37198478	cg25796433_BC21	33
COVID-19 (hospitalized covid vs population)	rs9636867	39361370	cg25796433_BC21	33
Red blood cell count	rs1254734	30595370	cg09060431_BC21	9
Irritable bowel syndrome	rs2035380	38643935	cg16569060_BC21	30
Cognitive ability	rs2152924	29186694	cg20628805_BC21	1
Cognitive ability (MTAG)	rs2152924	29186694	cg20628805_BC21	1
Ebbinghaus illusion (overestimation)	rs9901582	32939015	cg22467902_BC21	22
Waist-hip ratio	rs2236519	30575882	cg25328457_BC21	38
Waist-to-hip ratio adjusted for BMI	rs2236519	30575882	cg25328457_BC21	38
Waist-to-hip ratio adjusted for BMI	rs2236519	30239722	cg25328457_BC21	38
Waist-hip ratio	rs2236519	30239722	cg25328457_BC21	38
Waist-hip index	rs2236519	34021172	cg25328457_BC21	38
Lung function (FVC)	rs2236519	30061609	cg25328457_BC21	38
Waist-to-hip ratio adjusted for BMI	rs2236519	34021172	cg25328457_BC21	38
Hip circumference adjusted for BMI	rs2236519	34021172	cg25328457_BC21	38
Leptin receptor levels	rs6588147	36168886	cg15288888_BC21	1
Ulcerative colitis	rs12149608	26192919	cg01484897_BC21	6
Mammographic density (dense area)	rs6558136	33037222	cg12175897_BC21	0
Percent mammographic density	rs6558136	33037222	cg12175897_BC21	0
Estimated glomerular filtration rate	rs11103387	31451708	cg14463366_BC21	21
Estimated glomerular filtration rate	rs11103387	31015462	cg14463366_BC21	21
Estimated glomerular filtration rate (creatinine)	rs11103387	35710981	cg14463366_BC21	21
Serum creatinine levels	rs11103387	34594039	cg14463366_BC21	21
Height	rs11103387	35399580	cg14463366_BC21	21
Waist-to-hip ratio adjusted for BMI	rs9872754	31669095	cg05581082_BC21	49
Waist-hip ratio	rs9872754	30595370	cg05581082_BC21	49
Sex hormone-binding globulin levels	rs9872754	32042192	cg05581082_BC21	49
Sex hormone-binding globulin levels adjusted for BMI	rs9872754	32042192	cg05581082_BC21	49
Sex hormone-binding globulin levels in postmenopausal women	rs9872754	35192695	cg05581082_BC21	49
Sex hormone-binding globulin levels	rs9872754	35192695	cg05581082_BC21	49
Sex hormone-binding globulin levels	rs9872754	35192695	cg05581082_BC21	49
Waist-to-hip ratio adjusted for BMI	rs9872754	34021172	cg05581082_BC21	49
A body shape index	rs9872754	34021172	cg05581082_BC21	49
Waist-hip index	rs9872754	34021172	cg05581082_BC21	49
Waist circumference adjusted for body mass index	rs9872754	34021172	cg05581082_BC21	49
PR interval	rs11921457	32439900	cg04794280_BC21	39
PR interval	rs11921457	32439900	cg04794280_BC21	39
Electrocardiogram morphology (amplitude at temporal datapoints)	rs11921457	32916098	cg04794280_BC21	39
Electrocardiogram morphology (amplitude at temporal datapoints)	rs11921457	32916098	cg04794280_BC21	39
Electrocardiogram morphology (amplitude at temporal datapoints)	rs11921457	32916098	cg04794280_BC21	39
Electrocardiogram morphology (amplitude at temporal datapoints)	rs11921457	32916098	cg04794280_BC21	39
QT interval	rs11921457	36050321	cg04794280_BC21	39
QT interval	rs11921457	36050321	cg04794280_BC21	39
Triglyceride levels (MTAG)	rs1178982	36376304	cg14513116_BC21	48
Asthma	rs7216389	17611496	cg13383717_BC21	0
Asthma and cardiovascular disease	rs7216389	35126453	cg13383717_BC21	0
Height	rs7715815	36224396	cg15282861_BC21	43
Height	rs7715815	36224396	cg15282861_BC21	43
Breast cancer	rs2981582	27354352	cg14382860_BC21	41
Breast cancer	rs2981582	17529967	cg14382860_BC21	41
Eosinophil counts	rs1488830	34594039	cg06098159_BC21	0
Mumps	rs11270836	28928442	cg06461414_BC21	44
Multiple sclerosis	rs4560284	31604244	cg07401900_BC21	21
Height	rs7559967	36224396	cg03087247_BC21	36
Basophil count	rs5766582	32888493	cg08241180_BC21	0
Basophil percentage of white cells	rs5766582	32888494	cg08241180_BC21	0
Orotidine levels	rs778837669	36357675	cg22989431_BC21	1
Serum 25-Hydroxyvitamin D levels	rs1790373	32242144	cg16588591_BC21	10
Smoking cessation	rs56057809	36477530	cg14399287_BC21	30
Problematic tobacco use	rs56057809	37250466	cg14399287_BC21	30
Urate levels	rs11217257	31578528	cg23117888_BC21	31
Urate levels	rs11217257	31578528	cg23117888_BC21	31
Serum urate levels	rs11217257	38658550	cg23117888_BC21	31
Serum urate levels	rs10856953	38658550	cg08320636_BC21	0
Platelet count	rs7789916	32888493	cg22317904_BC21	1
Platelet count	rs7789916	32888493	cg22317904_BC21	1
Plateletcrit	rs7789916	32888494	cg22317904_BC21	1
Platelet count	rs7789916	32888494	cg22317904_BC21	1
Pregnancy-specific beta-1-glycoprotein 4 levels (PSG4.5649.83.3)	rs1138888	29875488	cg24572110_BC21	8
Pregnancy-specific beta-1-glycoprotein 3 level in Chronic kidney disease with hypertension and no diabetes (6444_15)	rs1138888	35870639	cg24572110_BC21	8
Lung function (FVC)	rs339501	36329257	cg21474379_BC21	0
CD40/FIS1 protein level ratio	rs74174999	38412862	cg12611551_BC21	7
